CMA #,COG ID,NGMDB Product Link,Pixel Space COG Link,NGMDB ProdID,NGMDB ItemID,Process?,Results Ready?,Georeferenced Results Link,Pixel Space Results Link,Comments
3,5aa115cd9e3e983e923e903e96de9f5f929f9daf9f2d131d1b4d9b6d65c16201,https://ngmdb.usgs.gov/Prodesc/proddesc_2301.htm,Download,2301,24436,,,,,
3,6dc5086d133f121f120b172f164d158d0f2d1b6d134d1b4d1e9d1b1d109d64a1,https://ngmdb.usgs.gov/Prodesc/proddesc_2314.htm,Download,2314,24484,,,,,
3,489111cd134f18cf0a6f115f144f114f032d129d125d154d148d15ad15ad6001,https://ngmdb.usgs.gov/Prodesc/proddesc_2370.htm,Download,2370,24707,,,,,
3,42c319b91e5f02df125f135f1a5f065f131f1a1f06bf1b3f1179193919bd4041,https://ngmdb.usgs.gov/Prodesc/proddesc_2370.htm,Download,2370,24710,,,,,
3,48910d4d176f176f174f174f176f176f172f1faf0f2f0b2f0d4d1d2d148d6101,https://ngmdb.usgs.gov/Prodesc/proddesc_2370.htm,Download,2370,24713,,,,,
3,3727322b456b6573365b148b16a7132761c3648f3587419310d7043704bb41db,https://ngmdb.usgs.gov/Prodesc/proddesc_24683.htm,Download,24683,29073,,,,,
3,643394370c23653b041f34ab3427b6272525a4ad9d8f8dafc937efa7a7b341f2,https://ngmdb.usgs.gov/Prodesc/proddesc_24683.htm,Download,24683,29074,,,,,
3,3a83128106a1c4e1194128c1dc63d27ff4d7e68739cfb4e3acf3943b3699d6da,https://ngmdb.usgs.gov/Prodesc/proddesc_24683.htm,Download,24683,29072,,,,,
3,263356b744a3641366cb3e8b15b3432364a366a363b345ab041706a304fb04f3,https://ngmdb.usgs.gov/Prodesc/proddesc_24683.htm,Download,24683,29075,,,,,
3,40d7118453647266126c336c236c135c392c3d2d31ac126c1664466d426dc0cb,https://ngmdb.usgs.gov/Prodesc/proddesc_4120.htm,Download,4120,38154,,,,,
3,588f148d146d305d3a2d326d32ed30d914d9995d08dd06cd13ad12ad224dd0ca,https://ngmdb.usgs.gov/Prodesc/proddesc_4120.htm,Download,4120,38209,,,,,
2 and 3,78955219481d7d3554755bd5533747614e654c7573366e596e3558b5c3c14301,https://ngmdb.usgs.gov/Prodesc/proddesc_3421.htm,Download,3421,28607,,,,,
2 and 3,575807e024b8230c436d479c63ce479d311d236d0e2c267d0c8d0a7d28fdc180,https://ngmdb.usgs.gov/Prodesc/proddesc_3418.htm,Download,3418,28605,,,,,
2 and 3,4a8c56dd499d59e4378f068f5a0d0c4d260c1f1d1f8f0d8d0d8d15de41c8618d,https://ngmdb.usgs.gov/Prodesc/proddesc_3420.htm,Download,3420,28606,,,,,
3,49f533347677587f30bb1c6b086b60eb138b12cb094b694b4d6f696f69700499,https://ngmdb.usgs.gov/Prodesc/proddesc_9158.htm,Download,9158,1359,,,,,
3,50c023f5037524754c7530696969637516614e655a750a650965676515850480,https://ngmdb.usgs.gov/Prodesc/proddesc_9160.htm,Download,9160,42651,,,,,
2 and 3,78c274e9575d1ac948d55a55265546d711551cdd5cdd53592c9928d502d50700,https://ngmdb.usgs.gov/Prodesc/proddesc_10243.htm,Download,10243,1327,yes,yes,Result Download,Result Download,
2 and 3,49486fe5626542d963d939f574d70ad71355515541d559d748dd871507950400,https://ngmdb.usgs.gov/Prodesc/proddesc_10043.htm,Download,10043,1323,,,,,
2 and 3,61a9446949714a7116e9136d42e964e9677966b152b95a935b935a994cd10294,https://ngmdb.usgs.gov/Prodesc/proddesc_10002.htm,Download,10002,2543,,,,,
2 and 3,511c4275207552315075106532653ae118f122208d099dba8db32db354fb90f8,https://ngmdb.usgs.gov/Prodesc/proddesc_10003.htm,Download,10003,2544,yes,yes,Result Download,Result Download,
3,487966393639163b247b766947f943e94aa94a8d4aa94aa946394b214b290aad,https://ngmdb.usgs.gov/Prodesc/proddesc_10109.htm,Download,10109,2545,yes,yes,Result Download,Result Download,
2 and 3,718d298d130d578d4f2d0c4d38cd394d739d332f536d80816834800401ed03e9,https://ngmdb.usgs.gov/Prodesc/proddesc_3519.htm,Download,3519,28608,,,,,
3,64e674635e530d63465b719b7ccf687561757337637743310193188c194c1cc9,https://ngmdb.usgs.gov/Prodesc/proddesc_16520.htm,Download,16520,7350,,,,,
3,50c1122342734059404941594119412d300d1017500f520f720d220902340037,https://ngmdb.usgs.gov/Prodesc/proddesc_4242.htm,Download,4242,12907,,,,,
