slug,name,url,ref_title,authors,ref_year,ref_source,isbn_doi,license,keywords,scale_denominator,language,description
japan_yokota,"Yokota, Shimane, Tottori, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Map Only,"Masaro MURAYAMA, Hitoshi HATTORI, Sachio IGI, Shunso ISHIHARA and Toru SAKAMOTO",1973,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_028.htm,,Geological Survey of Japan,"12 [OKAYAMA]-028;SHIMANE, TOTTORI;Quadrangle Series 1:50,000",50000,"Japanese, English",Map Only
japan_yokoyama,"Yokoyama, Gifu, Shiga, Fukui, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Yokoyama District,"Makoto SAITO, Yoshihiko SAWADA",2000,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_080.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-080;GIFU, SHIGA, FUKUI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Yokoyama District
japan_yonaizawa,"Yonaizawa, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,Geology of the Yonaizawa District,"Kiyoshi SUMI, Tomoyuki MORITANI",1973,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_053.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-053;AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Yonaizawa District
japan_yorii,"Yorii, Saitama, Gunma, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Yorii District,"Hiroshi MAKIMOTO, Keiji TAKEUCHI",1992,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_027.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-027;SAITAMA, GUNMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Yorii District
japan_yoriiso,"Yoriiso, Miyagi, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Yoriiso District,"Fuminori TAKIZAWA, Kazuya KUBO and Sachio IGI",1987,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_091.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-091;MIYAGI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Yoriiso District
japan_yoshino_yama,"Yoshinoyama, Nara, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,"Explanatory Text of the Geological Map of Japan, Yoshinoyama",Ken HIRAYAMA and Fumio KISHIMOTO,1958,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_075.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-075;NARA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Yoshinoyama"
japan_yoshioka,"Yoshioka, Miyagi, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Yoshioka District,"Nobu KITAMURA, Atsushi OZAWA and Hisao NAKAGAWA",1983,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_088.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-088;MIYAGI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Yoshioka District
japan_yotsuya,"Yotsuya, Kyoto, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,Geology of the Yotsuya District,"Katsumi KIMURA, Satoshi NAKAE and Yuhei TAKAHASHI",1994,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_015.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-015;KYOTO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Yotsuya District
kakizaki_japan,"Kakizaki, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Kakizaki District,"Keiji TAKEUCHI, Takahisa YOSHIMURA and Hirokazu KATO",1996,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_048.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-048;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kakizaki District
kakuda_japan,"Kakuda, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Kakuda District,"Yukinori FIJITA, Hiroshi KANO, Fuminori TAKIZAWA and Ryu-ichi YASHIMA",1988,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_016.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-016;MIYAGI, FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kakuda District
kamo_japan,"Kamo, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Kamo District,"Takashi KUDO, Takayuki UCHINO, Taku KOMATSUBARA, Yutaka TAKAHASHI and Yukio YANAGISAWA",2011,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_028.htm,,"Geological Survey of Japan, AIST","07ï¼»NIIGATAï¼½-028;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kamo District
kashiwazaki_japan,"Kashiwazaki, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Kashiwazaki District,"Iwao KOBAYASHI, Masaaki TATEISHI, Takahisa YOSHIMURA, Tetsuro UEDA and Hirokazu KATO",1995,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_037.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-037;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kashiwazaki District
kitakata_japan,"Kitakata, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Kitakata District,"Takahiro YAMAMOTO, Toshikazu YOSHIOKA, Masahiko MAKINO and Tatsuya SUMITA",2006,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_031.htm,,"Geological Survey of Japan, AIST","07ï¼»NIIGATAï¼½-031;FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kitakata District
kusatsu_japan,"Kusatsu, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,"Explanatory Text of the Geological Map of Japan, Kusatsu",Ryohei OTA,1957,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_098.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-098;GUNMANA, GANO;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kusatsu"
miyashita_japan,"Miyashita, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Miyashita District,"Takahiro YAMAMOTO, Masao KOMAZAWA",2004,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_041.htm,,"Geological Survey of Japan, AIST","07ï¼»NIIGATAï¼½-041;FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Miyashita District
nagano_japan,"Nagano, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Nagano District,"Hirokazu KATO, Sadayuki AKAHANE",1986,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_096.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-096;NAGANO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Nagano District
nagaoka_japan,"Nagaoka, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Nagaoka District,"Iwao KOBAYASHI, Masaaki TATEISHI, Toshikazu YOSHIOKA and Mitsuo SHIMAZU",1991,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_038.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-038;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Nagaoka District
nakano_japan,"Nakano, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Nakano District,"Sadayuki AKAHANE, Hirokazu KATO, Shigeko TOGASHI and Keiji KIMBARA",1992,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_085.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-085;NAGANO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Nakano District
nantaizan_japan,"Nantaizan, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,"Explanatory Text of the Geological Map of Japan, Nantaisan",Kiyoo KAWADA,1956,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_089.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-089;TOCHIGI, GUNMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Nantaisan"
nihonmatsu_japan,"Nihonmatsu, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Nihonmatsu District,Keiichi SAKAGUCHI,1995,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_033.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-033;FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Nihonmatsu District
numata_japan,"Numata, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,"Explanatory Text of the Geological Map of Japan, Numata",Ryohei OTA,1954,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_100.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-100;GUNMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Numata"
ojiya_japan,"Ojiya, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Ojiya District,"Yukio YANAGISAWA, Iwao KOBAYASHI, Keiji TAKEUCHI, Masaaki TATEISHI, Kazuya CHIHARA and Hirokazu KATO",1986,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_050.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-050;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Ojiya District
okanomachi_japan,"Okanomachi, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Okanomachi District,"Iwao KOBAYASHI, Masaaki TATEISHI, Katsumi KUROKAWA, Takahisa YOSHIMURA and Hirokazu KATO",1989,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_049.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-049;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Okanomachi District
onsen_japan,"Matsunoyama Onsen, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Matsunoyama Onsen District,"Keiji TAKEUCHI, Toshiyuki YOSHIKAWA and Toshitaka KAMAI",2000,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_062.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-062;NIIGATA, NAGANO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Matsunoyama Onsen District
san_japan,"Bandai San, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Bandai San District,"YAMAMOTO Takahiro, SAKAGUCHI Keiichi",2023,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_032.htm,,"Geological Survey of Japan, AIST","07ï¼»NIIGATAï¼½-032;FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Bandai San District
sanjo_japan,"Sanjo, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Sanjo District,"Iwao KOBAYASHI, Masaaki TATEISHI and Taku KOMATSUBARA",2001,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_027.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-027;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Sanjo District
suhara_japan,"Suhara, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Suhara District,"Yutaka TAKAHASHI, Tsuyoshi TOYOSHIMA, Toshiaki SHIMURA, Hidetoshi HARA, Keiji TAKEUCHI, Akira SAKAI and Shun NAKANO",2004,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_051.htm,,"Geological Survey of Japan, AIST","07ï¼»NIIGATAï¼½-051;NIIGATA, FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Suhara District
suzaka_japan,"Suzaka, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,"Explanatory Text of the Geological Map of Japan, Suzaka","Ryohei OTA, Masato KATADA",1955,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_097.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-097;NAGANO, GUNMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Suzaka"
taira_japan,"Taira, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,"Explanatory Text of the Geological Map of Japan, Taira","Shuichi IWAO, Hiroshi MATSUI",1961,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_071.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-071;FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Taira"
tajima_japan,"Tajima, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Tajima District,Takahiro YAMAMOTO,1999,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_054.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-054;FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Tajima District
takanuki_japan,"Takanuki, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Takanuki District,"Hiroshi KANO, Yoshimasu KURODA, Katsutoshi URUNO, Terukazu NUREKI, Satoshi KANISAWA, Takahiko MARUYAMA, Hayao UMEMURA, Hiroshi MITSUKAWA, Nobuo SETO, Yoshihisa OHIRA, Shigeru SATO and Naoki ISSHIKI",1973,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_070.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-070;FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Takanuki District
tamaniwa_japan,"Tamaniwa, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Tamaniwa District,"Yukio YANAGISAWA, Takahiro YAMAMOTO",1998,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_012.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-012;YAMAGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Tamaniwa District
togakushi_japan,"Togakushi, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Togakushi District,"Hideaki NAGAMORI, Ryuta FURUKAWA, Kenji HAYATSU",2003,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_084.htm,,"Geological Survey of Japan, AIST","07ï¼»NIIGATAï¼½-084;NAGANO, NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Togakushi District
tokamachi_japan,"Tokamachi, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Tokamachi District,"Yukio YANAGISAWA, Kazuya CHIHARA, Yasumoto SUZUKI, Takeshi UEMURA, Kisaburo KODAMA and Hirokazu KATO",1985,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_063.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-063;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Tokamachi District
utsunomiya_japan,"Utsunomiya, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Utsunomiya District,"Toshiyuki YOSHIKAWA, Takahiro YAMAMOTO and Satoshi NAKAE",2010,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_103.htm,,"Geological Survey of Japan, AIST","07ï¼»NIIGATAï¼½-103;TOCHIGI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Utsunomiya District
wakamatsu_japan,"Wakamatsu, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Wakamatsu District,"Takahiro YAMAMOTO, Toshikazu YOSHIOKA",1992,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_042.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-042;FUKUSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Wakamatsu District
yuzawa_japan,"Echigo Yuzawa, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Echigo-Yuzawa District,"Kazuya CHIHARA, Masayuki KOMATSU, Mitsuo SHIMAZU, Yoshihiro KUBOTA and Satoshi SHIOKAWA",1981,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_075.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-075;NIIGATA, GUNMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Echigo-Yuzawa District
