slug,name,url,ref_title,authors,ref_year,ref_source,isbn_doi,license,keywords,scale_denominator,language,description
ashio_japan,"Ashio, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,"Explanatory Text of the Geological Map of Japan, Ashio","Kiyoo KAWADA, Atsushi OZAWA",1954,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_101.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-101;GUNMA, TOCHIGI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Ashio"
iiyama_japan,"Iiyama, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Iiyama District,"Yukio YANAGISAWA, Takayuki KANEKO, Sadayuki AKAHANE, Yasuo AWATA, Toshitaka KAMAI and Nobuyuki TSUCHIYA",2000,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_073.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-073;NAGANO, NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Iiyama District
izumozaki_japan,"Izumozaki, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,Geology of the Izumozaki District,"Iwao KOBAYASHI, Masaaki TATEISHI and Takeshi UEMURA",1993,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_026.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-026;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Izumozaki District
japan_abuga_shima,"Abugashima, Ishikawa, Toyama, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Geology of the Ochigata and Abugashima District (10[KANAZAWA]-015, 016)","Isao IMAI, Toru SAKAMOTO, Tamotsu NOZAWA",1967,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_016.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-016;ISHIKAWA, TOYAMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Geology of the Ochigata and Abugashima District (10[KANAZAWA]-015, 016)"
japan_aburakawa,"Aburakawa, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,Geology of the Aburakawa District,Keizo FUJII,1981,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_015.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-015;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Aburakawa District
japan_agematsu,"Agematsu, Nagano, Gifu, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Agematsu","Masato KATADA, Hiroshi ISOMI",1958,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_073.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-073;NAGANO, GIFU;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Agematsu"
japan_ajigasawa,"Ajigasawa, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,Geology of the Ajigasawa District,"Jiro HIRAYAMA, Fujio UEMURA",1985,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_020.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-020;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Ajigasawa District
japan_akaho,"Akaho, Nagano, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Akaho","Masaro MURAYAMA, Masato KATADA",1958,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_074.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-074;NAGANO;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Akaho"
japan_akana,"Akana, Shimane, Hiroshima, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Geology of the Akana District,Hirohisa MATSUURA,1990,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_050.htm,,Geological Survey of Japan,"12 [OKAYAMA]-050;SHIMANE, HIROSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Akana District
japan_akasaki,"Akasaki, Tottori, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,"Explanatory Text of the Geological Map of Japan, Akasaki and Daisen (12[OKAYAMA]-009, 019)",Ryohei OTA,1962,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_009.htm,,Geological Survey of Japan,"12 [OKAYAMA]-009;TOTTORI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Akasaki and Daisen (12[OKAYAMA]-009, 019)"
japan_anesaki,"Anesaki, Chiba (, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Anesaki District,"Shuichi TOKUHASHI, Hidenori ENDO",1984,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_076.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-076;CHIBA (;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Anesaki District
japan_aomori_seibu,"Aomori Seibu, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,Geology of the Aomori-Seibu District,"Hideaki NAGAMORI, Shinji TAKARADA and Takashi AZUMA",2013,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_022.htm,,"Geological Survey of Japan, AIST","05ï¼»AOMORIï¼½-022;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Aomori-Seibu District
japan_aoya,"Aoya, Tottori, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,"Explanatory Text of the Geological Map of Japan, Aoya and Kurayoshi (12[OKAYAMA]-010, 020)","Masaro MURAYAMA, Atsushi OZAWA",1961,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_010.htm,,Geological Survey of Japan,"12 [OKAYAMA]-010;TOTTORI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Aoya and Kurayoshi (12[OKAYAMA]-010, 020)"
japan_arashima_dake,"Arashimadake, Fukui, Gifu, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Arashimadake","Masatora KAWAI, Ken HIRAYAMA and Naotoshi YAMADA",1958,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_058.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-058;FUKUI, GIFU;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Arashimadake"
japan_asamai,"Asamai, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Asamai District,"Atsushi OZAWA, Takeshi OHGUCHI and Taisuke TAKAYASU",1979,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_039.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-039;AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Asamai District
japan_asamushi,"Asamushi, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,Geology of the Asamushi District,Fujio UEMURA,1983,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_016.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-016;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Asamushi District
japan_ashibe,"Ashibe, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,"Explanatory Text of the Geological Map of Japan, Katsumoto,  Gonoura (incl. Futakamijima)  and Ashibe (14 [FUKUOKA] -030, 039, 040, 048)",Kazunori MATSUI,1958,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_030.htm,,Geological Survey of Japan,"14 [FUKUOKA]-030, 039, 040, 048;NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Katsumoto,  Gonoura (incl. Futakamijima)  and Ashibe (14 [FUKUOKA] -030, 039, 040, 048)"
japan_atami,"Atami, Shizuoka, Kanagawa, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Atami District,"Teruki OIKAWA, Osamu ISHIZUKA",2011,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_092.htm,,"Geological Survey of Japan, AIST","08ï¼»TOKYOï¼½-092;SHIZUOKA, KANAGAWA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Atami District
japan_awashima,"Awashima, Niigata, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Awashima District,Hirokazu KATO,1981,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_081.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-081;NIIGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Awashima District
japan_ayabe,"Ayabe, Kyoto, Hyogo, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,Geology of the Ayabe District,"Katsumi KIMURA, Hiroshi MAKIMOTO and Toshikazu YOSHIOKA",1989,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_014.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-014;KYOTO, HYOGO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Ayabe District
japan_beppu,"Beppu, Oita, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,Geology of the Beppu District,"Hideo HOSHIZUMI, Koji ONO, Koji MIMURA and Tetsuro NODA",1988,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_075.htm,,Geological Survey of Japan,"14 [FUKUOKA]-075;OITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Beppu District
japan_bungo_kitsuki,"Bungo Kitsuki, Oita, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,Geology of the Bungo-Kitsuki District,"Yoshihiro ISHIZUKA, Kiyohide MIZUNO, Hirohisa MATSUURA, Hideo HOSHIZUMI and Masao KOMAZAWA",2005,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_066.htm,,"Geological Survey of Japan, AIST","14 [FUKUOKA]-066;OITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Bungo-Kitsuki District
japan_chikagawa,"Chikagawa, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,"Explanatory Text of the Geological Map of Japan, Chikagawa",Isao IMAI,1961,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_009.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-009;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Chikagawa"
japan_chikubu_shima,"Chikubu Shima, Shiga, Fukui, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,Geology of the Chikubu Shima District,"Satoshi NAKAE, Toshikazu YOSHIOKA and Kazuki NAITO",2001,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_005.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-005;SHIGA, FUKUI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Chikubu Shima District
japan_chizu,"Chizu, Okayama, Tottori, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,"Explanatory Text of the Geological Map of Japan, Chizu",Naotoshi YAMADA,1966,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_032.htm,,Geological Survey of Japan,"12 [OKAYAMA]-032;OKAYAMA, TOTTORI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Chizu"
japan_daira_kozan,"Dairakozan, Aomori, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,"Explanatory Text of the Geological Map of Japan, Dairakozan","Kiyoshi SUMI, Atsushi OZAWA and Jiro HIRAYAMA",1962,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_036.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-036;AOMORI, AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Dairakozan"
japan_daisen,"Daisen, Tottori, Okayama, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,"Explanatory Text of the Geological Map of Japan, Akasaki and Daisen (12[OKAYAMA]-009, 019)",Ryohei OTA,1962,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_019.htm,,Geological Survey of Japan,"12 [OKAYAMA]-019;TOTTORI, OKAYAMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Akasaki and Daisen (12[OKAYAMA]-009, 019)"
japan_etomo,"Etomo, Shimane, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Geology of the Etomo District,"Kazuhiko KANO, Shun NAKANO",1986,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_006.htm,,Geological Survey of Japan,"12 [OKAYAMA]-006;SHIMANE;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Etomo District
japan_fujisawa,"Fujisawa, Kanagawa, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Fujisawa District,"Shigefumi OKA, Mitsuo SHIMAZU, Akira UNOSAWA, Shigeru KATSURAJIMA and Toshihiro KAKIMI",1979,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_073.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-073;KANAGAWA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Fujisawa District
japan_fukaura,"Fukaura, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,Geology of the Fukaura District,Tomoyuki MORITANI,1968,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_026.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-026;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Fukaura District
japan_fukuchiyama,"Fukuchiyama, Kyoto, Hyogo, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,Geology of the Fukuchiyama District,"Chikao KURIMOTO, Hiroshi MAKIMOTO",1990,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_013.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-013;KYOTO, HYOGO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Fukuchiyama District
japan_fukue,"Fukue, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,Geology of the Fukue District,"Kiyoo KAWADA, Yasuhiko KAMADA and Kazunori MATSUI",1994,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_008.htm,,Geological Survey of Japan,"15 [KAGOSHIMA]-008;NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Fukue District
japan_fukui,"Fukui, Fukui, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Fukui District,"Kazuhiko KANO, Hirofumi YAMAMOTO, Tomio NAKAGAWA and Masao KOMAZAWA",2007,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_047.htm,,"Geological Survey of Japan, AIST","10ï¼»KANAZAWAï¼½-047;FUKUI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Fukui District
japan_fukuoka,"Fukuoka, Fukuoka, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,Geology of the Fukuoka District,"Yoshifumi KARAKIDA, Suzuomi TOMITA, Shoichi SHIMOYAMA and Kazutoyo CHIJIWA",1994,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_051.htm,,Geological Survey of Japan,"14 [FUKUOKA]-051;FUKUOKA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Fukuoka District
japan_funatsu,"Funatsu, Gifu, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Funatsu","Tamotsu NOZAWA, Hiroshi ISOMI",1957,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_044.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-044;GIFU;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Funatsu"
japan_furukawa,"Furukawa, Miyagi, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Furukawa District,"Nobu KITAMURA, Atsushi OZAWA, Takuji ISHIDA and Hisao NAKAGAWA",1981,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_077.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-077;MIYAGI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Furukawa District
japan_futtsu,"Futtsu, Chiba, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Futtsu District,"Terumasa NAKAJIMA, Mahito WATANABE",2005,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_085.htm,,"Geological Survey of Japan, AIST","08ï¼»TOKYOï¼½-085;CHIBA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Futtsu District
japan_gero,"Gero, Gifu, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Gero District,"Koji WAKITA, Yoshimitsu KOIDO",1994,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_071.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-071;GIFU;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Gero District
japan_gifu,"Gifu, Gifu, Aichi, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,Geology of the Gifu District,"Fumio YOSHIDA, Koji WAKITA",1999,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_008.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-008;GIFU, AICHI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Gifu District
japan_gohyakkoku,"Gohyakkoku, Toyama, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Gohyakkoku","Tamotsu NOZAWA, Toru SAKAMOTO",1960,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_029.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-029;TOYAMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Gohyakkoku"
japan_gojome,"Gojome, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Gojome District,"Hirokazu HASE, Jiro HIRAYAMA",1970,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_003.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-003;AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Gojome District
japan_goshogawara,"Goshogawara, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,Geology of the Goshogawara District,"Atsushi OZAWA, Jiro HIRAYAMA",1970,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_021.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-021;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Goshogawara District
japan_hachiman,"Hachiman, Gifu, Fukui, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Hachiman District,Koji WAKITA,1984,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_070.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-070;GIFU, FUKUI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hachiman District
japan_hachimantai,"Hachimantai, Akita, Iwate, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,"Explanatory Text of the Geological Map of Japan, Hachimantai","Yoshinori KAWANO, Fujio UEMURA",1964,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_006.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-006;AKITA, IWATE;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Hachimantai"
japan_hachioji,"Hachioji, Tokyo, Kanagawa, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Hachioji District,"Takeyuki UEKI, Hidetoshi HARA and Masanori OZAKI",2013,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_062.htm,,"Geological Survey of Japan, AIST","08ï¼»TOKYOï¼½-062;TOKYO, KANAGAWA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hachioji District
japan_hagiwara,"Hagiwara, Gifu, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Hagiwara District,"Kiyoo KAWADA, Hiroshi ISOMI and Yuichi SUGIYAMA",1988,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_060.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-060;GIFU;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hagiwara District
japan_haiki,"Haiki, Nagasaki, Saga, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,Geology of the Haiki District,"Haruwo NAGAHAMA, Kazunori MATSUI",1982,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_080.htm,,Geological Survey of Japan,"14 [FUKUOKA]-080;NAGASAKI, SAGA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Haiki District
japan_hashima,"Hashima, Kagoshima, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,Geology of the Hashima District,Ryohei OTA,1971,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_079.htm,,Geological Survey of Japan,"15 [KAGOSHIMA]-079;KAGOSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hashima District
japan_hibihara,"Hibihara, Kochi, Ehime, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,Geology of the Hibihara District,"Mutsuki AOYA, Shunji YOKOYAMA",2009,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_052.htm,,Geological Survey of Japan,"13 [KOCHI]-052;KOCHI, EHIME;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hibihara District
japan_hida_furukawa,"Hida Furukawa, Gifu, Toyama, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Hida-Furukawa District,"Tamotsu NOZAWA, Kiyoo KAWADA and Masatora KAWAI",1975,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_043.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-043;GIFU, TOYAMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hida-Furukawa District
japan_higashimozumi,"Higashimozumi, Toyama, Gifu, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Higashimozumi","Masatora KAWAI, Tamotsu NOZAWA",1959,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_036.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-036;TOYAMA, GIFU;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Higashimozumi"
japan_hime_shima,"Hime Shima, Oita, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,Geology of the Hime Shima District,"Jun'ichi ITOH, Hideo HOSHIZUMI and Toshimitsu IWAYA",1997,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_046.htm,,Geological Survey of Japan,"14 [FUKUOKA]-046;OITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hime Shima District
japan_hinagu,"Hinagu, Kumamoto, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,"Explanatory Text of the Geological Map of Japan, Hinagu","Tatsuro MATSUMOTO, Kametoshi KANMERA",1964,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_049.htm,,Geological Survey of Japan,"15 [KAGOSHIMA]-049;KUMAMOTO;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Hinagu"
japan_hirado,"Hirado, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,"Explanatory Text of the Geological Map of Japan, Hirado","Hideho SAWATA, Konosuke SAWAMURA, Isao IMAI and Haruwo NAGAHAMA",1955,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_058.htm,,Geological Survey of Japan,"14 [FUKUOKA]-058;NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Hirado"
japan_hirone,"Hirone, Hyogo, Osaka, Kyoto, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,Geology of the Hirone District,"Hirohisa MATSUURA, Chikao KURIMOTO, Akira SANGAWA and Michiaki BUNNO",1995,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_038.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-038;HYOGO, OSAKA, KYOTO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hirone District
japan_hirosaki,"Hirosaki, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,"Explanatory Text of the Geological Map of Japan, Hirosaki",Atsushi OZAWA,1962,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_028.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-028;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Hirosaki"
japan_hiroshima,"Hiroshima, Hiroshima, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,Geology of the Hiroshima District,Yuhei TAKAHASHI,1991,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_002.htm,,Geological Survey of Japan,"13 [KOCHI]-002;HIROSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hiroshima District
japan_hitokabe,"Hitokabe, Iwate, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,"Explanatory Text of the Geological Map of Japan, Hitokabe","Osamu HIROKAWA, Takashi YOSHIDA",1955,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_043.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-043;IWATE;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Hitokabe"
japan_hiuchi_dake,"Hiuchidake, Fukushima, Gunma, Tochigi, Japan",https://www.gsj.jp/Map/EN/geology4-7.html,"Explanatory Text of the Geological Map of Japan, Hiuchidake","Masaro MURAYAMA, Kiyoo KAWADA",1956,https://www.gsj.jp/Map/EN/docs/5man_doc/07/07_077.htm,,Geological Survey of Japan,"07ï¼»NIIGATAï¼½-077;FUKUSHIMA, GUNMA, TOCHIGI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Hiuchidake"
japan_hizen_enoshima,"Hizen Enoshima, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,Geology of the Hizen-Enoshima District,"Masato KATADA, Haruwo NAGAHAMA, Kazunori MATSUI, Hitoshi HATTORI and Hiroshi ISOMI",1972,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_078.htm,,Geological Survey of Japan,"14 [FUKUOKA]-078;NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hizen-Enoshima District
japan_hizen_hirashima,"Hizen Hirashima, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,"Geology of the Ojika Jima and Hizen-Hirashima District (15[KAGOSHIMA] -002, 003)",Kazunori MATSUI,1974,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_003.htm,,Geological Survey of Japan,"15 [KAGOSHIMA]-003;NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Geology of the Ojika Jima and Hizen-Hirashima District (15[KAGOSHIMA] -002, 003)"
japan_hojo,"Hojo, Hyogo, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Geology of the Hojo District,"Masanori OZAKI, Chikao KURIMOTO and Satoru HARAYAMA",1995,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_059.htm,,Geological Survey of Japan,"12 [OKAYAMA]-059;HYOGO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Hojo District
